cgpa,backlogs,certifications,internship,aptitude,technical,communication,projects,hackathon,resume,branch,placement_readiness,company_fit,placement_score
7.78,3,3,1,7,4,5,3,1,3,CIVIL,1,Tier 3,34.163265306122454
5.21,3,1,1,4,4,5,2,0,4,CSE,0,Not Eligible,25.4402332361516
7.4,2,3,1,3,4,4,2,1,7,CSE,1,Tier 3,32.1865889212828
9.43,2,6,1,4,9,7,5,1,5,CSE,1,Tier 2,48.41982507288629
7.56,2,3,1,5,6,5,3,1,6,ECE,1,Tier 2,37.27696793002916
8.03,2,4,1,7,6,6,3,0,5,CSE,1,Tier 2,39.994169096209916
6.93,3,3,1,6,5,5,3,0,5,CSE,1,Tier 3,33.55102040816326
8.36,2,4,1,7,7,8,4,0,5,CSE,1,Tier 2,44.36151603498542
8.36,3,6,1,4,6,5,4,1,5,CSE,1,Tier 3,39.25947521865889
7.56,2,3,1,6,8,5,3,0,7,CSE,1,Tier 2,40.19241982507289
9.58,1,5,1,8,8,6,4,1,7,ECE,1,Tier 1,49.84839650145773
6.2,3,2,1,6,5,4,3,0,6,ECE,0,Not Eligible,30.962099125364436
5.32,3,4,1,4,2,3,2,0,6,CSE,0,Not Eligible,24.174927113702623
8.35,2,5,1,9,6,6,4,1,7,ECE,1,Tier 2,44.927113702623906
8.49,2,4,1,7,7,7,3,0,7,CIVIL,1,Tier 2,43.27696793002915
6.17,3,4,1,6,3,5,2,1,4,CSE,0,Not Eligible,30.034985422740522
6.78,2,3,1,5,6,4,2,1,7,ISE,1,Tier 3,34.7463556851312
5.33,2,2,1,3,2,5,2,0,6,CSE,0,Not Eligible,25.212827988338194
6.87,2,3,1,4,4,5,3,1,6,CSE,1,Tier 3,33.3002915451895
8.36,2,4,1,6,6,6,4,1,6,CSE,1,Tier 2,42.029154518950435
7.55,3,4,1,5,6,4,2,1,4,CSE,1,Tier 3,34.34402332361516
7.05,2,3,0,2,4,5,4,0,6,ECE,0,Not Eligible,29.533527696792998
7.12,3,5,1,4,3,5,3,1,7,CSE,1,Tier 3,33.00874635568513
5.03,3,1,1,3,4,4,1,0,3,CIVIL,0,Not Eligible,21.772594752186592
6.9,3,5,1,6,4,6,3,0,6,MECH,1,Tier 3,34.3731778425656
7.93,2,4,1,5,5,7,2,0,5,ECE,1,Tier 2,36.90379008746355
9.55,2,6,1,6,6,6,5,1,6,ECE,1,Tier 2,45.8600583090379
8.66,2,5,1,4,8,6,3,0,5,MECH,1,Tier 2,41.38775510204082
5.42,2,2,1,4,3,5,1,1,4,CSE,0,Not Eligible,26.39067055393586
8.93,1,6,2,8,7,6,4,1,7,CSE,1,Tier 1,50.752186588921276
8.4,2,2,1,6,6,7,4,0,7,ECE,1,Tier 2,41.078717201166185
8.39,1,4,1,4,5,6,4,1,6,CSE,1,Tier 2,40.62390670553936
7.38,3,3,1,3,4,3,3,0,5,CSE,0,Not Eligible,29.236151603498545
7.2,2,3,1,6,4,6,3,1,4,ECE,1,Tier 3,35.04373177842566
6.91,3,3,1,5,6,5,2,1,5,ECE,1,Tier 3,33.66180758017493
5.83,3,3,1,4,4,2,2,0,4,CSE,0,Not Eligible,25.067055393586006
6.65,2,4,1,4,7,5,2,0,5,CSE,1,Tier 3,34.81049562682216
6.71,4,3,1,5,4,4,1,0,5,CSE,0,Not Eligible,27.481049562682212
7.45,4,3,1,5,4,6,2,1,5,CSE,0,Not Eligible,32.27405247813412
8.27,3,5,1,5,8,6,4,0,6,ECE,1,Tier 3,41.72594752186589
7.42,2,4,2,4,6,4,3,0,6,ECE,1,Tier 3,37.469387755102034
5.77,3,3,0,6,4,5,2,1,6,CSE,0,Not Eligible,28.460641399416907
9.37,1,6,1,6,6,7,4,1,6,CSE,1,Tier 1,47.00291545189504
9.24,3,5,1,7,9,6,4,1,7,ECE,1,Tier 3,47.35860058309038
8.4,1,4,1,4,6,5,3,1,8,CSE,1,Tier 2,40.932944606414
9.81,2,5,1,9,7,6,5,1,7,CSE,1,Tier 2,49.81341107871721
7.63,3,3,1,7,7,5,3,0,7,ECE,1,Tier 3,38.4198250728863
9.42,2,5,1,4,7,8,5,1,6,CSE,1,Tier 2,46.79883381924198
5.9,2,3,1,3,3,3,2,1,4,CIVIL,0,Not Eligible,25.77259475218659
7.1,2,4,1,6,5,5,2,1,5,MECH,1,Tier 3,35.160349854227405
6.64,3,3,1,3,4,5,2,0,5,ECE,0,Not Eligible,28.524781341107875
6.52,2,3,1,4,1,6,4,1,6,CSE,1,Tier 3,30.93877551020408
6.28,2,3,1,5,3,5,1,0,4,CSE,0,Not Eligible,28.332361516034986
7.86,3,4,1,5,5,6,3,0,6,CSE,1,Tier 3,36.34402332361516
8.39,3,4,1,6,5,6,4,0,7,CSE,1,Tier 3,39.31195335276968
7.73,2,3,1,4,6,4,3,0,6,ECE,1,Tier 2,35.096209912536445
6.31,3,2,1,1,3,4,2,1,5,CSE,0,Not Eligible,25.032069970845484
8.51,2,5,1,7,7,7,3,1,6,CIVIL,1,Tier 2,44.332361516034986
7.9,2,4,2,7,4,7,3,1,4,AI&DS,1,Tier 2,41.078717201166185
7.17,3,3,1,9,6,5,3,1,4,MECH,1,Tier 3,37.323615160349846
8.02,3,5,1,2,4,5,3,1,4,CIVIL,1,Tier 3,32.542274052478135
6.76,2,4,1,6,2,4,2,1,5,CSE,1,Tier 3,30.62973760932945
7.04,2,3,1,2,6,5,3,1,6,MECH,1,Tier 3,34.034985422740526
9.05,3,6,1,9,6,7,4,1,7,CSE,1,Tier 3,46.734693877551024
6.86,2,4,1,6,7,7,2,0,7,AI&DS,1,Tier 3,39.25947521865889
7.41,2,3,1,4,6,6,3,0,7,MECH,1,Tier 3,36.57725947521866
8.88,2,4,1,7,7,7,4,1,6,CSE,1,Tier 2,45.708454810495624
8.13,3,5,1,5,7,5,4,1,6,MECH,1,Tier 3,40.16909620991254
5.8,4,2,1,5,4,4,1,1,6,CSE,0,Not Eligible,26.61807580174927
6.31,2,1,0,5,4,5,3,0,4,ECE,0,Not Eligible,27.510204081632654
5.17,4,1,1,6,4,4,1,0,3,CIVIL,0,Not Eligible,23.037900874635568
7.89,2,4,1,8,6,6,3,1,5,CSE,1,Tier 2,41.352769679300295
7.35,2,3,1,4,4,6,3,0,5,MECH,1,Tier 3,33.265306122448976
6.25,3,3,1,6,5,5,3,1,5,ECE,0,Not Eligible,32.94460641399417
9.37,1,5,1,7,5,8,4,1,5,ECE,1,Tier 1,46.12827988338192
7.59,2,5,1,3,7,3,3,1,6,MECH,1,Tier 2,36.309037900874635
6.7,2,3,1,4,6,6,3,1,4,ISE,1,Tier 3,35.18950437317784
7.5,1,5,2,8,7,4,2,1,7,CSE,1,Tier 2,44.16909620991253
8.04,1,5,1,6,7,6,3,1,4,CSE,1,Tier 2,42.63556851311954
5.91,2,4,1,6,4,7,2,1,5,ECE,0,Not Eligible,33.80758017492712
6.81,3,4,1,5,5,5,2,1,5,MECH,1,Tier 3,32.758017492711375
8.49,1,3,1,5,5,6,3,1,6,ECE,1,Tier 2,39.778425655976676
7.38,2,4,1,5,7,5,3,1,7,CIVIL,1,Tier 3,39.00291545189504
7.64,2,5,1,5,5,6,3,1,6,MECH,1,Tier 2,38.14577259475219
7.3,2,4,1,3,5,6,3,0,5,ECE,1,Tier 3,34.34402332361516
5.64,2,4,1,3,4,4,1,1,5,CSE,0,Not Eligible,27.941690962099123
6.39,3,4,1,6,3,5,2,1,6,CSE,0,Not Eligible,31.294460641399418
7.34,2,4,1,5,3,4,2,0,6,ECE,1,Tier 3,31.35276967930029
6.57,3,4,1,5,4,5,1,0,6,ISE,1,Tier 3,30.151603498542272
5.7,2,3,1,5,3,4,1,0,5,ECE,0,Not Eligible,26.588921282798832
8.65,2,3,1,6,6,6,4,0,4,ECE,1,Tier 2,39.91253644314869
9.65,1,5,2,8,8,6,5,1,6,MECH,1,Tier 1,52.59475218658892
8.44,2,6,1,4,6,6,4,0,6,CSE,1,Tier 2,41.00291545189504
8.7,1,4,1,7,7,6,4,1,6,CSE,1,Tier 1,45.68513119533527
6.7,2,3,1,6,5,5,2,1,5,CSE,1,Tier 3,34.31486880466472
9.4,2,4,1,8,7,7,4,0,7,AI&DS,1,Tier 2,46.90962099125365
6.52,2,5,1,3,3,5,2,0,6,CIVIL,0,Not Eligible,29.772594752186592
9.31,3,7,1,7,7,6,4,1,7,MECH,1,Tier 3,46.16909620991254
9.88,2,5,2,9,8,7,5,1,6,ECE,1,Tier 2,53.5801749271137
8.14,2,4,1,5,7,6,3,1,4,ECE,1,Tier 2,40.04081632653062
9.65,2,5,1,7,7,8,4,1,8,CSE,1,Tier 2,49.38775510204082
7.7,2,4,1,6,5,7,3,1,5,MECH,1,Tier 2,38.8338192419825
6.76,3,4,1,3,4,4,2,0,4,ECE,0,Not Eligible,28.005830903790084
7.32,2,4,1,8,4,6,3,1,4,CSE,1,Tier 3,37.586005830903794
7.77,3,4,2,6,7,7,3,1,7,CSE,1,Tier 3,43.7667638483965
5.88,2,5,1,5,5,3,3,1,5,MECH,0,Not Eligible,32.00583090379009
7.86,2,3,1,3,4,6,3,0,6,MECH,1,Tier 3,33.86588921282799
9.65,1,4,1,8,8,8,5,1,7,CSE,1,Tier 1,52.30320699708455
6.5,2,3,1,5,2,4,2,0,5,CIVIL,0,Not Eligible,27.55102040816326
8.43,1,3,1,8,7,6,4,0,7,CIVIL,1,Tier 2,44.48396501457725
8.99,2,4,1,6,6,7,4,1,5,MECH,1,Tier 2,43.13119533527697
9.25,2,4,2,5,7,7,4,0,5,MECH,1,Tier 2,45.481049562682216
9.4,2,5,1,5,5,6,4,1,5,CSE,1,Tier 2,42.09912536443149
7.56,2,3,1,5,4,7,4,1,6,ISE,1,Tier 2,37.714285714285715
9.59,2,6,1,5,8,5,5,1,7,CSE,1,Tier 2,47.38775510204081
8.3,2,4,1,7,5,8,3,0,5,CSE,1,Tier 2,41.04956268221574
6.38,2,3,0,6,3,5,2,1,5,MECH,0,Not Eligible,28.653061224489797
7.43,2,5,1,5,7,5,4,0,7,ECE,1,Tier 3,39.819241982507286
8.16,1,4,2,5,8,7,4,0,5,ISE,1,Tier 2,46.19825072886298
6.72,2,3,1,2,6,4,2,0,6,ECE,1,Tier 3,30.997084548104954
7.92,2,4,1,6,5,6,3,0,5,CSE,1,Tier 2,37.90670553935859
8.0,2,3,1,8,8,6,4,1,7,AI&DS,1,Tier 2,45.04373177842565
6.38,3,1,1,4,3,5,2,0,6,ECE,0,Not Eligible,26.90379008746356
7.69,2,4,1,5,5,5,4,0,4,ECE,1,Tier 2,36.0466472303207
8.35,2,5,2,6,6,6,4,1,6,ECE,1,Tier 2,44.63556851311953
7.5,2,6,1,8,7,6,3,1,3,CIVIL,1,Tier 2,41.690962099125365
5.25,2,2,1,4,4,3,1,0,6,CSE,0,Not Eligible,25.510204081632654
5.19,3,3,1,4,3,4,1,0,7,CSE,0,Not Eligible,24.96793002915452
7.08,2,3,1,5,4,5,3,0,3,ECE,1,Tier 3,31.918367346938776
9.11,2,5,1,4,8,8,4,0,5,ISE,1,Tier 2,45.09037900874635
6.65,2,5,1,3,4,7,2,0,5,CSE,1,Tier 3,32.91545189504374
7.9,2,2,1,4,6,5,3,0,6,CSE,1,Tier 2,35.97667638483965
6.62,2,3,1,6,3,6,2,1,5,MECH,1,Tier 3,32.27988338192419
6.97,3,5,1,4,5,5,2,1,3,MECH,1,Tier 3,32.01749271137026
8.67,2,5,1,5,7,5,3,0,6,ECE,1,Tier 2,40.67638483965014
8.2,3,6,1,5,5,6,3,0,7,CIVIL,1,Tier 3,38.10495626822157
6.03,3,2,1,4,5,5,2,0,8,CSE,0,Not Eligible,30.373177842565603
7.29,3,4,1,7,6,3,2,1,7,ECE,1,Tier 3,35.49271137026239
5.49,2,2,1,4,4,5,0,0,3,ECE,0,Not Eligible,25.201166180758015
7.44,2,2,1,4,5,6,2,0,6,CSE,1,Tier 3,34.005830903790084
7.98,1,3,1,5,6,7,2,0,6,CSE,1,Tier 2,39.46938775510204
6.16,2,2,1,7,4,5,3,0,4,CSE,0,Not Eligible,31.912536443148692
6.86,3,4,1,4,5,5,2,1,6,CSE,1,Tier 3,32.99125364431487
7.2,3,4,1,3,5,5,3,1,6,MECH,1,Tier 3,33.29446064139942
9.07,2,5,1,5,8,8,4,1,8,MECH,1,Tier 2,47.64431486880467
9.85,2,6,1,7,9,10,5,1,8,ECE,1,Tier 2,54.98542274052478
5.65,3,2,1,5,2,4,1,0,5,CSE,0,Not Eligible,23.877551020408163
8.31,3,5,1,7,7,7,4,0,5,ECE,1,Tier 3,42.524781341107875
7.12,2,4,1,4,6,4,3,1,4,ISE,1,Tier 3,34.75801749271137
7.18,3,4,1,4,5,5,3,1,6,MECH,1,Tier 3,33.988338192419825
8.29,2,4,1,5,7,6,4,1,5,MECH,1,Tier 2,41.46938775510204
9.06,2,6,1,7,7,7,4,1,6,CSE,1,Tier 2,47.18950437317785
9.31,2,5,1,4,6,6,4,0,8,CSE,1,Tier 2,42.816326530612244
7.72,2,5,1,4,5,7,3,0,7,CSE,1,Tier 2,38.43148688046647
7.08,3,3,1,4,6,6,3,0,4,ECE,1,Tier 3,33.66763848396502
8.41,2,4,2,7,6,7,3,1,6,MECH,1,Tier 2,44.740524781341115
6.73,3,4,1,6,6,5,2,0,5,MECH,1,Tier 3,33.63848396501458
7.69,2,4,1,7,7,7,3,0,6,MECH,1,Tier 2,41.4402332361516
7.08,3,3,1,7,6,2,3,1,3,ISE,1,Tier 3,32.93877551020408
7.96,2,5,2,5,8,6,3,1,4,CSE,1,Tier 2,44.09912536443149
6.69,2,3,1,3,4,5,3,0,5,CIVIL,1,Tier 3,30.507288629737612
6.5,2,3,1,3,5,3,3,0,6,MECH,1,Tier 3,30.029154518950435
9.06,2,6,1,3,7,7,4,0,6,CSE,1,Tier 2,43.399416909620996
6.07,2,4,0,4,4,5,1,1,6,MECH,0,Not Eligible,27.965014577259478
7.52,2,5,1,5,6,3,3,0,6,ECE,1,Tier 2,35.74927113702624
6.62,2,3,1,6,3,4,3,0,7,ECE,1,Tier 3,31.551020408163268
5.59,3,3,0,4,4,7,1,0,6,CSE,0,Not Eligible,26.68804664723032
5.56,3,2,1,3,2,4,3,0,4,ECE,0,Not Eligible,23.282798833819243
6.43,2,2,1,4,3,6,2,1,6,CSE,0,Not Eligible,30.781341107871718
8.76,3,3,1,4,7,8,4,1,7,CSE,1,Tier 3,42.87463556851312
6.84,3,5,1,6,4,6,2,1,8,CIVIL,1,Tier 3,35.14285714285714
9.3,1,4,1,5,8,8,5,1,5,ECE,1,Tier 1,48.33819241982508
7.74,2,4,1,4,5,3,2,1,6,ECE,1,Tier 3,33.65597667638484
7.32,3,3,1,6,6,5,4,1,4,ECE,1,Tier 3,36.419825072886304
7.73,2,5,1,6,5,2,4,0,5,CIVIL,1,Tier 2,35.096209912536445
7.55,2,4,1,3,3,4,3,0,6,CSE,1,Tier 3,31.428571428571427
8.31,2,3,1,7,6,5,3,0,6,ECE,1,Tier 2,39.17201166180758
6.84,3,4,1,4,2,4,3,0,6,MECH,0,Not Eligible,28.145772594752184
7.07,3,2,1,4,3,5,3,0,6,CSE,0,Not Eligible,29.8600583090379
8.91,2,4,1,6,6,6,4,0,6,MECH,1,Tier 2,41.67930029154519
9.27,2,3,2,7,6,7,4,1,6,ECE,1,Tier 2,46.68221574344024
8.9,2,4,1,7,6,7,4,1,5,ECE,1,Tier 2,43.84839650145773
7.27,2,4,1,5,4,6,3,1,5,MECH,1,Tier 3,35.311953352769684
8.39,2,3,1,5,5,5,3,0,6,AI&DS,1,Tier 2,36.97959183673469
7.43,3,3,1,6,7,5,4,1,6,CIVIL,1,Tier 3,38.50728862973761
7.49,2,4,1,5,5,5,2,0,6,CSE,1,Tier 3,35.113702623906704
6.56,2,3,1,7,2,5,3,1,6,CSE,1,Tier 3,32.61224489795919
7.77,2,6,1,6,5,5,2,0,8,ECE,1,Tier 2,38.08163265306123
6.48,2,5,1,3,3,6,2,1,4,MECH,0,Not Eligible,30.57725947521866
7.0,2,3,1,4,4,6,1,0,5,ECE,1,Tier 3,31.049562682215743
8.7,2,5,2,6,7,5,4,1,5,ISE,1,Tier 2,45.24781341107872
6.57,2,4,1,6,4,5,3,1,7,CSE,1,Tier 3,35.2536443148688
5.87,3,2,1,6,3,7,2,1,4,CSE,0,Not Eligible,30.093294460641403
5.85,2,1,1,4,4,5,1,0,6,CSE,0,Not Eligible,27.72594752186589
9.22,1,5,1,5,8,7,5,1,8,MECH,1,Tier 1,49.07288629737609
7.52,2,4,1,4,6,5,4,0,6,ECE,1,Tier 2,37.06122448979592
7.24,2,3,1,5,3,5,3,1,6,CSE,1,Tier 3,33.51020408163265
8.51,1,5,1,9,5,8,5,1,6,MECH,1,Tier 1,47.24781341107872
8.61,2,4,1,7,6,6,4,1,6,ECE,1,Tier 2,42.903790087463555
7.0,3,2,1,3,5,5,3,1,5,CSE,1,Tier 3,31.778425655976676
8.08,2,4,1,4,6,6,3,1,6,CSE,1,Tier 2,39.206997084548114
8.35,2,5,1,5,5,9,4,1,8,ISE,1,Tier 2,44.052478134110785
7.96,2,3,1,4,4,6,3,0,5,ISE,1,Tier 3,34.623906705539355
6.33,2,4,1,4,6,4,2,0,5,CSE,0,Not Eligible,32.20991253644315
8.81,2,3,1,6,7,6,4,0,7,CSE,1,Tier 2,42.96209912536443
7.61,2,3,2,6,6,6,3,0,5,MECH,1,Tier 2,39.84256559766764
6.84,3,3,1,6,5,3,2,1,6,MECH,1,Tier 3,31.644314868804663
7.28,3,3,1,6,5,6,2,1,4,ECE,1,Tier 3,34.30903790087464
5.58,2,2,1,1,3,3,2,0,6,ECE,0,Not Eligible,23.31778425655977
6.21,1,4,1,3,3,3,1,0,6,MECH,0,Not Eligible,27.18950437317784
8.33,2,4,1,5,5,5,4,1,6,AI&DS,1,Tier 2,39.206997084548114
5.0,2,4,1,4,3,4,1,1,3,MECH,0,Not Eligible,25.072886297376094
7.26,2,4,1,6,5,7,3,1,6,CSE,1,Tier 3,38.93877551020408
7.57,1,4,1,5,6,7,3,1,4,MECH,1,Tier 2,39.77259475218659
5.74,3,3,0,4,4,4,2,0,4,CSE,0,Not Eligible,24.3265306122449
9.54,2,7,1,7,6,8,5,0,6,ECE,1,Tier 2,48.02915451895044
6.64,1,2,1,4,6,5,3,1,7,ECE,1,Tier 3,35.95918367346939
6.91,3,2,1,5,6,4,3,0,6,MECH,1,Tier 3,32.49562682215743
6.91,2,3,1,6,5,5,3,1,5,CSE,1,Tier 3,35.55685131195335
6.65,2,3,1,5,7,3,2,1,3,CIVIL,1,Tier 3,32.76967930029155
5.04,3,1,1,4,5,5,1,0,4,MECH,0,Not Eligible,24.997084548104958
8.2,2,4,1,6,7,7,4,1,6,CSE,1,Tier 2,43.79008746355685
9.47,2,7,1,8,8,6,5,1,6,CSE,1,Tier 2,50.38483965014577
6.63,2,3,1,3,6,5,2,1,7,CSE,1,Tier 3,34.0466472303207
7.99,2,4,1,8,5,6,4,1,6,MECH,1,Tier 2,41.23615160349854
8.25,1,4,1,4,5,7,3,1,3,CSE,1,Tier 2,39.067055393586
8.67,2,5,1,5,7,5,4,0,6,CSE,1,Tier 2,41.84256559766764
7.27,3,3,1,6,4,6,3,1,6,CSE,1,Tier 3,35.1661807580175
6.91,2,5,1,6,5,4,3,1,6,ECE,1,Tier 3,35.994169096209916
6.98,2,5,1,3,5,6,3,0,5,ECE,1,Tier 3,34.36734693877551
8.15,1,5,2,4,5,7,3,0,5,CSE,1,Tier 2,41.80758017492712
8.53,2,5,1,6,6,6,3,0,4,ISE,1,Tier 2,40.1399416909621
6.46,3,4,1,8,6,6,2,1,5,CIVIL,0,Not Eligible,36.373177842565596
7.12,2,4,1,7,5,4,4,1,5,CSE,1,Tier 3,37.23615160349854
8.95,2,4,1,6,7,8,4,0,7,ECE,1,Tier 2,45.24781341107872
8.49,1,4,1,2,7,8,4,0,7,ECE,1,Tier 2,42.69387755102041
9.7,1,4,1,7,8,7,4,1,8,MECH,1,Tier 1,49.91253644314869
8.29,3,5,2,6,6,6,3,1,5,ECE,1,Tier 3,42.052478134110785
7.19,3,4,1,4,5,6,2,0,4,ECE,1,Tier 3,32.40233236151603
7.76,2,3,1,4,4,5,2,0,5,ECE,1,Tier 3,32.37900874635569
7.98,2,4,1,6,5,9,4,1,5,MECH,1,Tier 2,41.94752186588921
5.92,2,1,1,3,3,4,1,0,4,ECE,0,Not Eligible,23.91253644314869
7.63,3,3,1,8,6,7,3,1,7,CIVIL,1,Tier 3,40.46064139941691
8.13,2,5,1,8,6,5,3,0,6,CSE,1,Tier 2,41.04373177842566
6.4,3,2,1,6,4,7,2,0,7,ISE,0,Not Eligible,32.478134110787174
8.39,1,4,1,6,7,8,4,1,6,CIVIL,1,Tier 2,45.72594752186589
7.74,2,3,1,4,6,6,3,1,4,CIVIL,1,Tier 2,36.71720116618076
9.32,2,5,1,6,7,7,4,1,5,CSE,1,Tier 2,45.89504373177843
5.63,2,2,1,6,2,3,1,1,6,CSE,0,Not Eligible,26.174927113702623
6.78,3,3,1,6,4,4,2,1,4,AI&DS,1,Tier 3,30.81049562682216
7.8,2,4,1,6,4,6,3,0,6,AI&DS,1,Tier 2,36.96793002915452
6.88,2,3,1,6,5,7,3,1,5,CSE,1,Tier 3,37.25364431486881
8.15,2,4,1,6,5,5,4,0,5,ECE,1,Tier 2,38.01749271137027
8.31,3,3,1,6,6,9,2,1,8,CSE,1,Tier 3,41.94169096209913
6.07,2,4,1,6,4,4,2,0,4,CSE,0,Not Eligible,30.443148688046644
7.54,2,3,1,6,6,6,3,0,5,CSE,1,Tier 2,37.82507288629738
7.53,3,4,1,6,6,6,3,0,5,CSE,1,Tier 3,37.22448979591837
7.11,2,4,1,5,5,5,3,1,5,ECE,1,Tier 3,35.46938775510204
9.16,1,8,2,6,8,4,4,1,9,CSE,1,Tier 1,51.15451895043732
8.58,2,4,1,5,4,6,4,0,7,AI&DS,1,Tier 2,38.91545189504374
8.09,3,5,1,5,8,6,3,0,5,ECE,1,Tier 3,40.09912536443149
8.15,2,4,1,3,7,6,4,0,5,ECE,1,Tier 2,39.037900874635575
7.39,3,3,1,4,5,6,3,0,3,ISE,1,Tier 3,32.75218658892128
9.08,2,4,1,5,6,7,5,1,6,MECH,1,Tier 2,43.87172011661808
8.09,3,3,1,5,5,6,4,1,5,CSE,1,Tier 3,37.475218658892125
8.2,3,4,1,8,7,5,4,0,6,ECE,1,Tier 3,41.16618075801749
8.73,2,4,1,6,7,8,5,1,4,ECE,1,Tier 2,45.3002915451895
6.81,2,4,1,5,5,4,3,1,5,MECH,1,Tier 3,33.924198250728864
8.49,1,5,1,6,5,6,4,1,8,MECH,1,Tier 2,43.27696793002915
6.52,2,3,0,7,3,4,2,0,5,ECE,0,Not Eligible,28.02332361516035
7.04,3,3,1,4,5,6,3,0,4,ECE,1,Tier 3,32.43148688046647
7.01,3,3,1,5,6,7,2,0,5,ECE,1,Tier 3,34.71137026239067
9.61,1,6,2,6,7,7,5,1,6,ECE,1,Tier 1,51.50437317784257
8.71,1,4,1,7,8,7,4,1,9,CSE,1,Tier 1,49.05539358600583
8.11,3,4,1,7,6,6,3,1,5,ISE,1,Tier 3,39.696793002915456
8.19,3,4,1,6,6,8,4,1,4,MECH,1,Tier 3,41.00291545189504
7.68,2,3,1,7,6,4,5,0,6,ECE,1,Tier 2,38.944606413994165
9.27,2,3,1,6,8,8,4,1,7,ECE,1,Tier 2,47.26530612244898
7.49,3,5,1,5,4,6,2,0,6,CSE,1,Tier 3,34.23906705539358
7.15,2,3,1,7,4,5,2,1,6,ECE,1,Tier 3,34.81049562682216
6.38,2,4,1,5,4,5,2,0,7,MECH,0,Not Eligible,32.00583090379009
8.41,2,5,1,5,9,7,4,0,5,ECE,1,Tier 2,44.740524781341115
8.22,2,3,1,7,6,7,3,1,5,ECE,1,Tier 2,41.201166180758015
7.16,3,3,1,5,5,8,2,1,3,ECE,1,Tier 3,34.68221574344024
5.44,2,4,1,4,4,4,1,0,5,MECH,0,Not Eligible,27.008746355685133
8.63,2,6,1,7,7,6,4,1,5,MECH,1,Tier 2,44.68804664723032
5.24,2,2,1,4,3,4,1,0,6,MECH,0,Not Eligible,24.763848396501455
8.12,2,5,1,6,7,7,4,1,5,CSE,1,Tier 2,43.795918367346935
9.51,1,5,1,7,6,7,5,1,9,MECH,1,Tier 1,49.142857142857146
7.32,2,4,1,4,4,5,3,0,4,MECH,1,Tier 3,32.48396501457726
6.67,2,3,1,5,6,5,3,0,6,ECE,1,Tier 3,34.84548104956268
8.12,3,3,1,7,6,6,4,0,7,MECH,1,Tier 3,39.714285714285715
8.53,2,4,1,4,5,6,4,1,7,CIVIL,1,Tier 2,39.70262390670554
7.63,3,4,2,6,4,6,3,1,4,CSE,1,Tier 3,37.83673469387755
9.47,2,4,1,5,6,7,4,1,7,CSE,1,Tier 2,44.55393586005831
5.71,3,2,1,6,4,5,1,1,5,MECH,0,Not Eligible,28.355685131195337
7.51,1,3,1,7,6,6,3,1,3,CSE,1,Tier 2,39.66763848396502
8.17,2,4,1,5,6,6,4,1,8,ISE,1,Tier 2,41.69679300291544
8.74,2,5,2,9,7,8,4,1,6,CSE,1,Tier 2,50.711370262390666
6.45,2,3,1,6,4,5,1,1,7,ECE,0,Not Eligible,32.4198250728863
8.46,3,5,1,7,7,7,4,0,6,AI&DS,1,Tier 3,43.516034985422735
7.65,2,5,1,6,8,5,3,1,7,CSE,1,Tier 2,42.39067055393586
7.2,2,4,1,6,5,3,2,0,4,ECE,1,Tier 3,32.4198250728863
6.23,2,4,1,3,5,4,2,1,5,CSE,0,Not Eligible,31.014577259475217
8.75,2,4,1,6,7,4,5,1,6,CIVIL,1,Tier 2,42.565597667638485
6.36,3,3,1,5,4,4,2,0,5,CSE,0,Not Eligible,28.909620991253643
6.93,2,2,1,4,5,7,2,0,4,CSE,1,Tier 3,33.113702623906704
6.86,2,3,1,5,5,4,2,0,2,ISE,1,Tier 3,30.65889212827988
8.78,2,6,1,8,6,4,4,1,5,CSE,1,Tier 2,43.20116618075802
8.02,1,5,1,5,7,8,3,0,7,MECH,1,Tier 2,43.62099125364431
8.45,1,5,1,6,6,6,4,0,4,CSE,1,Tier 2,42.1865889212828
6.73,2,2,1,4,4,5,3,0,4,CSE,1,Tier 3,30.723032069970845
7.87,3,5,1,3,8,7,3,0,4,CIVIL,1,Tier 3,38.54810495626822
7.71,3,2,1,6,5,6,2,1,6,CSE,1,Tier 3,35.64431486880466
8.6,2,5,1,6,7,7,4,1,5,CSE,1,Tier 2,44.63556851311953
8.98,3,5,1,6,7,8,4,0,8,MECH,1,Tier 3,45.00874635568513
5.25,2,3,0,3,3,2,1,1,5,ECE,0,Not Eligible,21.137026239067055
8.02,2,3,1,5,6,4,4,0,6,MECH,1,Tier 2,37.06122448979592
5.72,3,3,0,6,3,6,1,1,5,CSE,0,Not Eligible,26.769679300291543
7.64,3,3,1,5,6,5,3,1,5,MECH,1,Tier 3,35.667638483965014
6.86,2,3,0,5,3,4,3,0,4,CSE,0,Not Eligible,27.889212827988334
6.92,2,3,1,5,3,4,3,1,6,CIVIL,1,Tier 3,31.638483965014576
7.06,2,2,1,3,7,5,3,0,6,ECE,1,Tier 3,34.6530612244898
7.86,2,4,1,6,4,5,4,0,7,MECH,1,Tier 2,37.07288629737609
7.01,3,5,1,3,3,4,3,0,5,CSE,0,Not Eligible,29.463556851311957
8.21,3,7,1,4,5,5,2,0,5,ECE,1,Tier 3,35.498542274052475
7.22,2,4,1,4,7,6,3,1,4,CIVIL,1,Tier 3,37.55685131195335
5.85,2,3,1,4,2,4,1,1,6,ISE,0,Not Eligible,26.41399416909621
